...1,species,num_papers,title_abstract,infection_site,infection_site_formatted,infection_site_normalized,pred_infection_site,tp,fp,fn
309,Microsporidium aurata,1,"Morphological and phylogenetic description of a new xenoma-inducing microsporidian, Microsporidium aurata nov. sp., parasite of the gilthead seabream Sparus aurata from the Red Sea ::: A new species of Microsporidia found in the marine teleost Sparus aurata collected from Hurghada coasts along the Red Sea, Egypt was described based on light and ultrastructural studies. Twenty three (30.6 %) out of 75 of the examined fish were parasitized with a microsporidian parasite. Numerous macroscopic whitish cysts embedded in the peritoneal cavity were observed to infect many organs of the body including muscles, connective tissues, and the intestinal epithelium. The infection was developed as tumor-like masses of often up to 5 mm in diameter inducing an enormous hypertrophy to the infected organs. Fresh spores appeared mostly ovoid to pyriform in shape reaching a size of 1.7 ± 0.5 (1.5–2.5) μm × 1.3 ± 0.4 (1–2) μm; they possessed a large vacuole at the posterior end. These spores were located within a sporophorous vesicle which was bound by a thick amorphous wall. The ultrastructural features support the placement of the present species within the genus Microsporidium. The developmental stages were enclosed within a xenoma structure that was bounded by a double-layered cyst wall. The life cycle of the microsporidian pathogen described herein included four stages: proliferation (merogony), sporogony, sporoblast, spores, and liberation. Mature spores appeared electron dense, uninucleate, and were ellipsoidal in shape. At the anterior end of the spore, the anchoring disk was found in a central position. There was a definite number (5–11) of turns of the polar tube. A 538-bp region of the SSU rDNA gene of the studied species was sequenced (GenBank accession number: KF0220444). Multiple sequence alignment calculated a high degree of similarity (>92 %) with six microsporidian species. The most closely related sequence was provided by the GenBank entry AF151529 for Microsporidium prosopium isolated from Hyperoplus lanceolatus differing in 67 nucleotide positions in its SSU rDNA with the highest percentage of identity (97.2 %) and the lowest divergence value (0.20). Variations in the morphology of the spores and developmental stages between the two species revealed that the two species are different. The site of infection in the host and description of the onset of parasite development are strong criteria for the placement of the microsporidian parasite of the fish S. aurata within the genus Microsporidium as a new species, and we propose to name it Microsporidium aurata nov. sp.",general infection (of organs); muscles; connective tissues; and the intestinal epithelium,general infection; muscles; connective tissues; and the intestinal epithelium,general infection; intestinal epithelium; connective tissues; muscles,intestinal epithelium; connective tissues; spore; Microsporidium aurata nov.; vacuole; gilthead seabream Sparus aurata; muscles; organs; peritoneal cavity,3,6,1
311,Microsporidium caeruleosticti,1,"On the occurrence of microsporidian infections in the liver of four Sparid fishes species from Senegal ::: Four species of Sparid fish, Dentex canariensis, Dentex maroccanus, Sparus caeruleostictus and Sparus pagrus pagrus from Senegalese coasts were infected by four distinct microsporidian species assigned to the collective group Microsporidium and named Microsporidium maroccani sp. n., Microsporidium canariensis sp. n., Microsporidioum caeruleosticti sp. n. and Microsporidium pagri sp. n. These microsporidia induced formation of xenomas within the liver. The prevalences observed were low.",liver,liver,liver,Microsporidium pagri sp. n.; liver; Microsporidium; Sparus pagrus pagrus,1,3,0
312,Microsporidium canariensis,1,"On the occurrence of microsporidian infections in the liver of four Sparid fishes species from Senegal ::: Four species of Sparid fish, Dentex canariensis, Dentex maroccanus, Sparus caeruleostictus and Sparus pagrus pagrus from Senegalese coasts were infected by four distinct microsporidian species assigned to the collective group Microsporidium and named Microsporidium maroccani sp. n., Microsporidium canariensis sp. n., Microsporidioum caeruleosticti sp. n. and Microsporidium pagri sp. n. These microsporidia induced formation of xenomas within the liver. The prevalences observed were low.",liver,liver,liver,Microsporidium pagri sp. n.; liver; Microsporidium; Sparus pagrus pagrus,1,3,0
315,Microsporidium chironomi from 1981,1,"Microsporidium goeldichironomi n. sp. and Microsporidium chironomi n. sp. (Microsporida: Apansporoblastina): Two new microsporidia from Florida chironomids ::: Two new species of Microsporida belonging to the genus Microsporidium are described. Microsporidium goeldichironomi n. sp. parasitizes the fat body of Goeldichironomus holoprasinus and Microsporidium chironomi n. sp. infects Chironomus attenuatus. Both microsporidia form uninucleate spores from rosette-shaped sporonts. M. goeldichironomi sporonts form 4, 6, 8, 10, 12, 16, and possibly more spores. Two shapes of spores are produced, oval, or slightly pyriform spores measuring 3.70 ± 0.09 × 2.49 ± 0.13 μm and pyriform spores measuring 3.74 ± 0.44 × 2.04 ± 0.17 μm. Electron micrographs show that both types of spores are uninucleate, have 8 to 11 polar filament coils and a lamellate polaroplast showing several distinct regions. M. chironomi spores are pyriform and are often joined at the posterior end in groups of two or four. They measure 4.12 ± 0.37 × 2.45 ± 0.26 μm. The spores are uninucleate, have six to seven polar filament coils and a lamellate polaroplast showing two distinct regions. Neither species can be transmitted per os and thus are assumed to be transovarially transmitted. No pansporoblastic membrane is present in either species.",fat body,fat body,fat body,Microsporidium chironomi n. sp.; Microsporidium goeldichironomi n. sp.; fat body,1,2,0
320,Microsporidium epithelialis,1,"Electron microscopic study of a new microsporean Microsporidium epithelialis sp. n. infecting Tubifex sp. (Oligochaeta) ::: The cytology of a new microsporean parasite Microsporidium epithelialis sp. n. from the intestinal epithelial cells of the freshwater oligochaete Tubifex sp. (Tubificidae) is described. The microsporean occurred together with an actinosporean of the genus Triactinomyxon, which was found between the epithelial cells. The merogonic and sporogonic stages (mature spores included) of the microsporean parasite are monokaryotic. An individual sporophorous vesicle surrounds each spore. The fixed and stained spore has an average dimension of 1.9-2.5 x 0.9-1.2 microm. The spores are oval with a characteristic surface layer, showing ornamentation-like projections, which are in close contact to the exospore. A short polar filament forming three to four coils traverses the polaroplast with two lamellar layers. The ultrastructure and other characteristic features of this microsporean parasite are distinct from those of the microsporean species described so far from oligochaetes.",intestinal epithelium,intestinal epithelium,intestinal epithelium,Tubifex sp.; epithelial cells; intestinal epithelial cells,0,3,1
326,Microsporidium kosewiense,1,"Ultrastructural Study of Microsporidium Kosewiense Sp. n. (Microspora, Thelohaniidae) — a Microsporidian Parasite of Psectrotanipus Larvae (Diptera, Chironomidae) ::: The new microsporidium is described, based primarily on ultrastructural characteristics. The parasite infects the fat body cells of Psectrotanipus sp. Plasmodia with diplokaryotic nuclei produce elongated diplokaryotic merozoites, which mature into sporonts. Meiosis occurs before the octosporous sporogony. Sporophorous vesicle appears before meiosis and probably divides after separations of uninucleate sporonts, having an individual envelopes. Episporontal space contains granular inclusions transformed into tubules or crystals during the spore maturation. The live spores are uninucleate, oval shaped, 3.2 ± 0.5(2.9–3.5) x 2.2 ± 0.4(1.9–2.7) mkm in size. The exospore is five-layered, the anisofilar polar filament is coiled into 3–5 tutns. The polaroplast is composed of a narrow anterior and wide posterior lamellae. The posterior vacuole contains spongious posterosome.",fat body,fat body,fat body,merozoites; sporonts; fat body; Sporophorous vesicle; diplokaryotic nuclei,1,4,0
327,Microsporidium lesiodermi,1,"Studies on Histopathology and Development of a Microsporan, Microsporidium lesiodermi, sp. n., from a Coleopteran Insect, Lesioderma sericorne (L.) Infesting Common Spice, Coriandrum sativum (L.) ::: Observations were made on the development of Microsporidium lesiodermi sp. nov. described from Lasioderma serricorne (Coleoptera, Curculionidae) collected from a grain warehouse at Chandannagore, West Bengal, India. The parasite causes general infection in the host and this ultimately leads to mortality. Schizonts are multinucleated and the nuclei are diplokaryotic. Each sporogonial plasmodium contains 10-12 single nuclei. Most spores are macrospores, 3.6-5.3 (4.4) µm × 1.3-3.6 (3.0) µm, but a small number of sporophorous vesicles contain microspores, 1.6-3.3 (2.2) µm × 0.8-1.6 (1.4) µm. Both the spore types possess a single nucleus in the middle and a vacuole at the posterior region. The polar filament is thin and 25-30 µm long.",fat body; hemoctye; midgut epithelium,fat body; hemoctye; midgut epithelium,hemoctye; fat body; midgut epithelium,Microsporidium lesiodermi sp. nov.,0,1,3
330,Microsporidium maroccani,1,"On the occurrence of microsporidian infections in the liver of four Sparid fishes species from Senegal ::: Four species of Sparid fish, Dentex canariensis, Dentex maroccanus, Sparus caeruleostictus and Sparus pagrus pagrus from Senegalese coasts were infected by four distinct microsporidian species assigned to the collective group Microsporidium and named Microsporidium maroccani sp. n., Microsporidium canariensis sp. n., Microsporidioum caeruleosticti sp. n. and Microsporidium pagri sp. n. These microsporidia induced formation of xenomas within the liver. The prevalences observed were low.",liver,liver,liver,Microsporidium pagri sp. n.; liver; Microsporidium; Sparus pagrus pagrus,1,3,0
335,Microsporidium pagri,1,"On the occurrence of microsporidian infections in the liver of four Sparid fishes species from Senegal ::: Four species of Sparid fish, Dentex canariensis, Dentex maroccanus, Sparus caeruleostictus and Sparus pagrus pagrus from Senegalese coasts were infected by four distinct microsporidian species assigned to the collective group Microsporidium and named Microsporidium maroccani sp. n., Microsporidium canariensis sp. n., Microsporidioum caeruleosticti sp. n. and Microsporidium pagri sp. n. These microsporidia induced formation of xenomas within the liver. The prevalences observed were low.",liver,liver,liver,Microsporidium pagri sp. n.; liver; Microsporidium; Sparus pagrus pagrus,1,3,0
336,Microsporidium phoronidi,1,"A Microsporidian Infection in Phoronids (Phylum Phoronida): Microsporidium phoronidi n. sp. from a Phoronis embryolabi ::: Abstract Microsporidia‐like spores (2.0–3.0 × 1.3–1.5 μm) were discovered upon examination of histological sections taken from Phoronis embryolabi Temereva, Chichvarkhin 2017 found inhabiting burrows of shrimps Nihonotrypeae japonica (Decapoda, Callianassidae) from the Sea of Japan, Russia. Ultrastructural examination of spores revealed one nucleus and a uniform polar filament of 7–11 coils. Representatives of the phylum Phoronida have never been recorded as hosts of microsporidia. Parasites developed in vasoperitoneal tissue and caused formation of multinucleate syncytia. Basing on unique host and fine morphology, we assign the novel finding to Microsporidium phoronidi n. sp. and place provisionally in the collective genus Microsporidium.",Vasoperitoneal tissue surrounding embryos,Vasoperitoneal tissue surrounding embryos,Vasoperitoneal tissue,Phoronids; Microsporidia‐like spores,0,2,1
337,Microsporidium phytoseiuli,1,"Ultrastructure and Pathology of Microsporidium phytoseiulin. sp. Infecting the Predatory Mite, Phytoseiulus persimilis Athias-Henriot (Acari: Phytoseiidae) ::: Ultrastructure and pathology of Microsporidium phytoseiuli n. sp. infecting the predatory mite Phytoseiulus persimilis Athias-Henriot is described using light and transmission electron microscopy. Infected mites showed no gross, external symptoms. All observed stages of the parasite had unpaired nuclei. Schizonts were commonly observed within nuclei of digestive cells of the ventriculus and within the cytoplasm of cells lining the cecal wall and in muscle tissue underlying it. Sporoblasts and spores occurred in the nuclei and cytoplasm of digestive cells within the ventriculus, in cortical regions of the sub- and supraesophageal ganglia, within the cecal wall and muscle tissue, and in parenchyma cells underlying the cuticle. Mature spores were also observed in developing eggs within gravid females. These were broad-to elongate-ovoid, measured 4.33 ± 0.35 × 1.27 ± 0.15 μm (electron micrographs), 5.37 ± 0.46 × 2.22 ± 0.17 μm (fixed and stained), and 5.88 ± 0.34 × 2.22 ± 0.19 μm (fresh) and had an isolfilar polar filament coiled 12 to 15 times within the posterior two-thirds. Within cells, individual spores appeared to be in direct contact with host cytoplasm, while groups of spores were infrequently observed within interfacial envelopes. Groups of 4, 8, to more than 16 spores were observed by light microscopy, while 8 was the maximum observed by electron microscopy. No spores were observed in Tetranychus urticae, a mite used as food during this study.",cortical region of supraesophageal ganglia; cortical region of subesophageal hanglia; muscles; paranchyma; ventriculus digestive cells; cecal wall; developing eggs,cortical region of supraesophageal ganglia; cortical region of subesophageal hanglia; muscles; paranchyma; ventriculus digestive cells; cecal wall; developing eggs,paranchyma; ventriculus digestive cells; supraesophageal ganglia; cecal wall; cortical; developing eggs; muscles,cells; interfacial,0,2,7
340,Microsporidium rhabdophilia,1,"Microsporidium rhabdophilia n. sp. from rodlet cells of salmonid fishes ::: A microsporidian parasite, Microsporidium rhabdophilia n. sp. is described from rodlet cells of salmonid fishes. Chinook salmon, Oncorhynchus tshawytscha, coho salmon, Oncorhynchus kisutch, steelhead rainbow trout, Salmo gairdnerii gairdnerii, and various strains of domesticated rainbow trout were found infected. In living wet mount phase‐contrast observations of various tissues, 16 mature spores could be seen infecting the nucleus of rodlet cells. The number of spores infecting each nucleus generally numbered 16 and spores were not found in any cell or organelle other than the nucleus of the rodlet cell. All observations were limited to California hatchery‐reared fish.",rodlet cells,rodlet cells,rodlet cells,nucleus; tissues; organelle; rodlet cells; rodlet cell; cell,1,5,0
343,Microsporidium sp.,1,"Microsporidia of Branchiopods from the Northern regions of Ukraine ::: Four species of Microsporidia parasitizing Branchiopod hosts are described based on the light and ultrastructural data. Microsporidium sp. from the body cavity of Lepidurus apus, produced ovoid spores 3.5±0.4×2.2±0.3 μm in size. Mononuclear (asymmetrical spores of Larssonia hiberna sp. n., measured 3.8±0.1×2.0±0.2 μm, were found in fat tissues and hemocoel of Daphnia magna. Filamentous episporal surfacing inverted polaroplast and 8-9 coiled isofilar polar filament are characteristic features of this species. Berwaldia singularis Larsson and Microsporidium stagnalis sp. n. from D. pulex are presented. Ellipsoidal spores of M. stagnalis, 4.8±0.4×2.4±0.3 μm in sizes, formed a two-layered exospore, tripartite lamellar and tubular polaroplast, and the isofilar polar filament coiled in a two-layer spiral of 14 rings.",tissues in protocephalic area; body cavity,tissues in protocephalic area; body cavity,body cavity; tissues,Mononuclear; hemocoel; tissues,1,2,1
345,Microsporidium sp. 25,1,"Occurrence of Microsporidium sp. and other pathogens in Ips amitinus (Coleoptera: Curculionidae) ::: A new microsporidium is reported from the small spruce bark beetle, Ips amitinus: Microsporidium sp. with uninucleate oval spores measuring 3.5 × 2.5 μm; infecting cells of the midgut epithelium, midgut muscles, the fat body, the Malpighian tubules, and the gonads of adult beetles collected in Austria. Seven other pathogens were found in beetles collected from Austria, the Czech Republic, and Finland. Six of them were already known from I. amitinus. Nosema cf. typographi is recorded for the first time in the overwintering generation of I. amitinus from the Czech Republic.",midgut epithelium; midgut muscles; fat body; Malpighian tubules; gonads,midgut epithelium; midgut muscles; fat body; Malpighian tubules; gonads,Malpighian tubules; gonads; midgut muscles; midgut epithelium; fat body,cells; Malpighian tubules; bark; Microsporidium sp.; midgut epithelium; fat body,3,3,2
346,Microsporidium stagnalis,1,"Microsporidia of Branchiopods from the Northern regions of Ukraine ::: Four species of Microsporidia parasitizing Branchiopod hosts are described based on the light and ultrastructural data. Microsporidium sp. from the body cavity of Lepidurus apus, produced ovoid spores 3.5±0.4×2.2±0.3 μm in size. Mononuclear (asymmetrical spores of Larssonia hiberna sp. n., measured 3.8±0.1×2.0±0.2 μm, were found in fat tissues and hemocoel of Daphnia magna. Filamentous episporal surfacing inverted polaroplast and 8-9 coiled isofilar polar filament are characteristic features of this species. Berwaldia singularis Larsson and Microsporidium stagnalis sp. n. from D. pulex are presented. Ellipsoidal spores of M. stagnalis, 4.8±0.4×2.4±0.3 μm in sizes, formed a two-layered exospore, tripartite lamellar and tubular polaroplast, and the isofilar polar filament coiled in a two-layer spiral of 14 rings.",hematocoel; adipose tissue,hematocoel; adipose tissue,hematocoel; Adipose tissue,Mononuclear; Adipose tissue; hemocoel,1,2,1
349,Mockfordia xanthocaeciliae,1,"New microsporidia parasitizing bark lice (Insecta: Psocoptera) ::: Abstract Two species of bark lice, Xanthocaecilius sommermanae Mockford and Polypsocus corruptus Hagen, collected in a canopy Malaise trap placed in Great Smoky Mountains National Park as part of a survey of the park’s fauna, were found to be infected with microsporidia. Diagnosis was originally based on light microscopy, and was confirmed by PCR amplification and electron microscopy. This is the first record of microsporidia infection in the insect order Psocoptera. Four morphological spore types corresponded to four original SSUrDNA sequences (Genbank accession no. FJ865221-24), suggesting infection with four microsporidia species. Two of those species were examined by electron microscopy. We describe here one new genus and two new species based on morphological and sequence data: Antonospora psocopterae sp. n. with elongated diplokaryotic spores, 4.4±0.05×1.9±0.03μm and Mockfordia xanthocaeciliae gen. n. sp. n. with ovocylindrical monokaryotic spores, 2.5±0.10×1.4±0.02μm. A. psocopterae displayed high sequence (95%) and structural similarity with Antonospora scoticae, fell within a well supported dichotomy with A. scoticae inside the Antonospora–Paranosema clade in phylogenetic analyses by NJ, PS and ML. M. xanthocaeciliae did not exhibit much sequence or structural similarity with any of known microsporidia species, except Encephalitozoon spp. M. xanthocaeciliae fell within one clade with Encephalitozoon spp. in phylogenies and shared with encephalitozoons structural resemblance and about 80% of SSUrDNA sequence identity. The other two species were not described and provisionally were placed to the collective genus Microsporidium as Microsporidium sp. 1 and Microsporidium sp. 4 from bark lice because of insufficient morphological data. The finding that samples fixed and stored for months in propylene glycol (“antifreeze”) are good enough for DNA sequence analysis and can be used for morphological analyses (if no better fixation alternatives are available), is promising for future surveys for microsporidia.",Muscles,Muscles,Muscles,Microsporidium sp. 4; Xanthocaecilius; bark; Microsporidium sp. 1,0,4,1
350,Mrazekia macrocyclopis,1,"Ultrastructure and molecular phylogeny of Mrazekia macrocyclopis sp. n. (Microsporidia, Mrazekiidae), a microsporidian parasite of Macrocyclops albidus (Jur.) (Crustacea, Copepoda) ::: The ultrastructure and molecular phylogeny of a new microsporidium Mrazekia macrocyclopis sp.n., a parasite of the copepod Macrocyclops albidus (Jur.) in North-West of Russia are described. All stages of its life cycle are diplokaryotic. Fresh spores are rod-shaped and 7.3-10.5 × 1.6-2.3 μm in size. Spore ultrastructure is typical of Mrazekia. The polar tube consists of the anterior clavate manubrium followed by a thin filament arranged in 3.5-4.5 nearly vertical coils. Spores are enclosed in individual sporophorous vesicles. SSU rDNA sequence analysis showed attribution of the new species to a cluster of microsporidia infecting insects (Cystosporogenes, Endoreticulatus), microsrustaceans (Glugoides), vertebrates (Vittaforma) and ciliates (Euplotespora) nested within the clade IV sensu Vossbrinck, Debrunner-Vossbrinck (2005). Mrazekia macrocyclopis is not therefore closely related to Bacillidium vesiculoformis, another microsporidium with rod-shaped spores, and the polyphyletic nature of the family of Mrazekiidae is obvious.",Adipose,Adipose,Adipose,Macrocyclops albidus; rDNA,0,2,1
357,Myosporidium merluccius,1,"Myosporidium merluccius n. g., n. sp. Infecting Muscle of Commercial Hake (Merluccius sp.) from Fisheries near Namibia ::: Abstract. A new species of Microsporidia classified to a new genus was observed in the trunk muscle of commercial hake (Merluccius capensis/paradoxus complex) from Namibian fisheries. Macroscopic examination revealed thin and dark filaments inserted among muscle fibers. Inside the filaments were many sporophorous vesicles with about 30–50 spores per vesicle. The shape of the spore was pyriform and the extruded polar filament was of moderate length (up to 4.29 μm, n=12). This new species of Microsporidia is described using macrophotography, microphotography, staining, and transmission electron microscopy (TEM), as well as molecular methods. Its 16S rRNA was found to be similar to that of Microsporidium prosopium Kent et al., 1999, while both sequences were quite different from 16S rRNA sequences known for other Microsporidia. Nevertheless, this new species is separated morphologically from M. prosopium by the presence of 11–12 anisofilar coils and the formation of the xenoma at the site of infection. Type species",muscle,muscle,muscle,16S,0,1,1
359,Myrmecomorba nylanderiae,1,"Myrmecomorba nylanderiae gen. et sp. nov., a microsporidian parasite of the tawny crazy ant Nylanderia fulva ::: A new microsporidian genus and species, Myrmecomorba nylanderiae, is described from North American populations of the tawny crazy ant, Nylanderia fulva. This new species was found to be heterosporous producing several types of binucleate spores in both larval and adult stages and an abortive octosporoblastic sporogony in adult ants. While microsporidia are widespread arthropod parasites, this description represents only the fifth species described from an ant host. Molecular analysis indicated that this new taxon is phylogenetically closely allied to the microsporidian family Caudosporidae, a group known to parasitize aquatic black fly larvae. We report the presence of 3 spore types (Type 1 DK, Type 2 DK, and octospores) with infections found in all stages of host development and reproductive castes. This report documents the first pathogen infecting N. fulva, an invasive ant of considerable economic and ecological consequence.",possibly haemocytes,possibly haemocytes,haemocytes,octospores; N.; Nylanderia; binucleate spores,0,4,1
363,Nematocida ausubeli,1,"A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes ::: Microsporidia are fungi-related intracellular pathogens that may infect virtually all animals, but are poorly understood. The nematode Caenorhabditis elegans has recently become a model host for studying microsporidia through the identification of its natural microsporidian pathogen Nematocida parisii. However, it was unclear how widespread and diverse microsporidia infections are in C. elegans or other related nematodes in the wild. Here we describe the isolation and culture of 47 nematodes with microsporidian infections. N. parisii is found to be the most common microsporidia infecting C. elegans in the wild. In addition, we further describe and name six new species in the Nematocida genus. Our sampling and phylogenetic analysis further identify two subclades that are genetically distinct from Nematocida, and we name them Enteropsectra and Pancytospora. Interestingly, unlike Nematocida, these two genera belong to the main clade of microsporidia that includes human pathogens. All of these microsporidia are horizontally transmitted and most specifically infect intestinal cells, except Pancytospora epiphaga that replicates mostly in the epidermis of its Caenorhabditis host. At the subcellular level in the infected host cell, spores of the novel genus Enteropsectra show a characteristic apical distribution and exit via budding off of the plasma membrane, instead of exiting via exocytosis as spores of Nematocida. Host specificity is broad for some microsporidia, narrow for others: indeed, some microsporidia can infect Oscheius tipulae but not its sister species Oscheius sp. 3, and conversely some microsporidia found infecting Oscheius sp. 3 do not infect O. tipulae. We also show that N. ausubeli fails to strongly induce in C. elegans the transcription of genes that are induced by other Nematocida species, suggesting it has evolved mechanisms to prevent induction of this host response. Altogether, these newly isolated species illustrate the diversity and ubiquity of microsporidian infections in nematodes, and provide a rich resource to investigate host-parasite coevolution in tractable nematode hosts.",intestinal cells,intestinal cells,intestinal cells,intestinal cells; epidermis,1,1,0
364,Nematocida ciargi,1,"A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes ::: Microsporidia are fungi-related intracellular pathogens that may infect virtually all animals, but are poorly understood. The nematode Caenorhabditis elegans has recently become a model host for studying microsporidia through the identification of its natural microsporidian pathogen Nematocida parisii. However, it was unclear how widespread and diverse microsporidia infections are in C. elegans or other related nematodes in the wild. Here we describe the isolation and culture of 47 nematodes with microsporidian infections. N. parisii is found to be the most common microsporidia infecting C. elegans in the wild. In addition, we further describe and name six new species in the Nematocida genus. Our sampling and phylogenetic analysis further identify two subclades that are genetically distinct from Nematocida, and we name them Enteropsectra and Pancytospora. Interestingly, unlike Nematocida, these two genera belong to the main clade of microsporidia that includes human pathogens. All of these microsporidia are horizontally transmitted and most specifically infect intestinal cells, except Pancytospora epiphaga that replicates mostly in the epidermis of its Caenorhabditis host. At the subcellular level in the infected host cell, spores of the novel genus Enteropsectra show a characteristic apical distribution and exit via budding off of the plasma membrane, instead of exiting via exocytosis as spores of Nematocida. Host specificity is broad for some microsporidia, narrow for others: indeed, some microsporidia can infect Oscheius tipulae but not its sister species Oscheius sp. 3, and conversely some microsporidia found infecting Oscheius sp. 3 do not infect O. tipulae. We also show that N. ausubeli fails to strongly induce in C. elegans the transcription of genes that are induced by other Nematocida species, suggesting it has evolved mechanisms to prevent induction of this host response. Altogether, these newly isolated species illustrate the diversity and ubiquity of microsporidian infections in nematodes, and provide a rich resource to investigate host-parasite coevolution in tractable nematode hosts.",intestinal cells,intestinal cells,intestinal cells,intestinal cells; epidermis,1,1,0
365,Nematocida displodere,1,"Discovery of a Natural Microsporidian Pathogen with a Broad Tissue Tropism in Caenorhabditis elegans ::: Microbial pathogens often establish infection within particular niches of their host for replication. Determining how infection occurs preferentially in specific host tissues is a key aspect of understanding host-microbe interactions. Here, we describe the discovery of a natural microsporidian parasite of the nematode Caenorhabditis elegans that displays a unique tissue tropism compared to previously described parasites of this host. We characterize the life cycle of this new species, Nematocida displodere, including pathogen entry, intracellular replication, and exit. N. displodere can invade multiple host tissues, including the epidermis, muscle, neurons, and intestine of C. elegans. Despite robust invasion of the intestine very little replication occurs there, with the majority of replication occurring in the muscle and epidermis. This feature distinguishes N. displodere from two closely related microsporidian pathogens, N. parisii and N. sp. 1, which exclusively invade and replicate in the intestine. Comparison of the N. displodere genome with N. parisii and N. sp. 1 reveals that N. displodere is the earliest diverging species of the Nematocida genus. Over 10% of the proteins encoded by the N. displodere genome belong to a single species-specific family of RING-domain containing proteins of unknown function that may be mediating interactions with the host. Altogether, this system provides a powerful whole-animal model to investigate factors responsible for pathogen growth in different tissue niches.",epidermis; muscle; neurons; intestine; coelomocytes; and seam cells,epidermis; muscle; neurons; intestine; coelomocytes; and seam cells,neurons; seam cells; intestine; muscle; coelomocytes; epidermis,neurons; tissue; N. sp. 1; intestine; parisii; muscle; host tissues; epidermis,4,4,2
366,Nematocida homosporus,1,"A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes ::: Microsporidia are fungi-related intracellular pathogens that may infect virtually all animals, but are poorly understood. The nematode Caenorhabditis elegans has recently become a model host for studying microsporidia through the identification of its natural microsporidian pathogen Nematocida parisii. However, it was unclear how widespread and diverse microsporidia infections are in C. elegans or other related nematodes in the wild. Here we describe the isolation and culture of 47 nematodes with microsporidian infections. N. parisii is found to be the most common microsporidia infecting C. elegans in the wild. In addition, we further describe and name six new species in the Nematocida genus. Our sampling and phylogenetic analysis further identify two subclades that are genetically distinct from Nematocida, and we name them Enteropsectra and Pancytospora. Interestingly, unlike Nematocida, these two genera belong to the main clade of microsporidia that includes human pathogens. All of these microsporidia are horizontally transmitted and most specifically infect intestinal cells, except Pancytospora epiphaga that replicates mostly in the epidermis of its Caenorhabditis host. At the subcellular level in the infected host cell, spores of the novel genus Enteropsectra show a characteristic apical distribution and exit via budding off of the plasma membrane, instead of exiting via exocytosis as spores of Nematocida. Host specificity is broad for some microsporidia, narrow for others: indeed, some microsporidia can infect Oscheius tipulae but not its sister species Oscheius sp. 3, and conversely some microsporidia found infecting Oscheius sp. 3 do not infect O. tipulae. We also show that N. ausubeli fails to strongly induce in C. elegans the transcription of genes that are induced by other Nematocida species, suggesting it has evolved mechanisms to prevent induction of this host response. Altogether, these newly isolated species illustrate the diversity and ubiquity of microsporidian infections in nematodes, and provide a rich resource to investigate host-parasite coevolution in tractable nematode hosts.",intestinal cells,intestinal cells,intestinal cells,intestinal cells; epidermis,1,1,0
367,Nematocida major,1,"A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes ::: Microsporidia are fungi-related intracellular pathogens that may infect virtually all animals, but are poorly understood. The nematode Caenorhabditis elegans has recently become a model host for studying microsporidia through the identification of its natural microsporidian pathogen Nematocida parisii. However, it was unclear how widespread and diverse microsporidia infections are in C. elegans or other related nematodes in the wild. Here we describe the isolation and culture of 47 nematodes with microsporidian infections. N. parisii is found to be the most common microsporidia infecting C. elegans in the wild. In addition, we further describe and name six new species in the Nematocida genus. Our sampling and phylogenetic analysis further identify two subclades that are genetically distinct from Nematocida, and we name them Enteropsectra and Pancytospora. Interestingly, unlike Nematocida, these two genera belong to the main clade of microsporidia that includes human pathogens. All of these microsporidia are horizontally transmitted and most specifically infect intestinal cells, except Pancytospora epiphaga that replicates mostly in the epidermis of its Caenorhabditis host. At the subcellular level in the infected host cell, spores of the novel genus Enteropsectra show a characteristic apical distribution and exit via budding off of the plasma membrane, instead of exiting via exocytosis as spores of Nematocida. Host specificity is broad for some microsporidia, narrow for others: indeed, some microsporidia can infect Oscheius tipulae but not its sister species Oscheius sp. 3, and conversely some microsporidia found infecting Oscheius sp. 3 do not infect O. tipulae. We also show that N. ausubeli fails to strongly induce in C. elegans the transcription of genes that are induced by other Nematocida species, suggesting it has evolved mechanisms to prevent induction of this host response. Altogether, these newly isolated species illustrate the diversity and ubiquity of microsporidian infections in nematodes, and provide a rich resource to investigate host-parasite coevolution in tractable nematode hosts.",intestinal cells,intestinal cells,intestinal cells,intestinal cells; epidermis,1,1,0
