...1,species,num_papers,title_abstract,infection_site,infection_site_formatted,infection_site_normalized,pred_infection_site,tp,fp,fn
394,Nosema chrysoperlae,1,"Ultrastructure and molecular characterization of the microsporidium, Nosema chrysoperlae sp. nov., from the green lacewing, Chrysoperla carnea (Stephens) (Neuroptera: Chrysopidae) used for biological pest control ::: Lacewing larvae are generalist predators that are commercially available for aphid control on a variety of crops in both Europe and North America. Although lacewings are known for their symbiotic association with yeasts and bacteria, there are few reports of microsporidia in these natural enemies. An undescribed microsporidium was found in Chrysoperla carnea (Stephens) during the routine examination of specimens that were obtained from a commercial insectary for biological pest control. The objective of this study was to describe the pathogen by means of ultrastructure, molecular characterization and tissue pathology. All stages of the microsporidium were diplokaryotic and developed in direct contact with the host cell cytoplasm. Merogony and sporogony were not observed. Mature spores measured 3.49±0.10×1.52±0.05μm and had an isofilar polar filament with 8–10 coils that were frequently arranged in a single row, although double rows were also observed. Spores contained a lamellar polaroplast and a relatively small and inconspicuous polar vacuole was observed in the posterior region of about half of the spores that were examined. Tubular structures, similar in appearance to those in Nosema granulosis were observed in both sporonts and in spores. A cluster of small tubules was also observed in the posterior region of some spores. Microsporidian spores were observed in cells of the proventriculus, diverticulum and in epithelial cells of the posterior midgut. The Malpighian tubules, ileum, and rectum were heavily infected. Spores were also observed in the fat body, peripheral region of the ganglia, within and between the flight muscles, and beneath the cuticle. Although the tissues adjacent to the ovaries were heavily infected, microsporidian spores were not observed within the developing eggs. Pathogen transmission was not studied directly because it was difficult to maintain microsporidia-infected C. carnea in the laboratory. The presence of microsporidian spores in the alimentary canal suggests that the pathogen is transmitted per os and horizontal transmission may occur when infected larvae or adults are cannibalized by uninfected larvae. Molecular analysis of the microsporidian genome showed that the pathogen described in this study was 99% similar to Nosema bombycis, N. furnacalis, N. granulosis and N. spodopterae. Based on information gained during this study, we propose that the microsporidium in C. carnea be given the name Nosema chrysoperlae sp. Nov.",Malpighian tubules; ileum; and rectum (hindgut) are heavily infected; proventriculus; diverticulum; epithelial cells (posterior midgut); fat body; ganglia; and flight muscles; gonads (male),Malpighian tubules; ileum; and rectum; proventriculus; diverticulum; epithelial cells; posterior midgut; fat body; ganglia; and flight muscles; gonads,Malpighian tubules; rectum; proventriculus; ganglia; ileum; posterior midgut; gonads; epithelial cells; diverticulum; fat body; and flight muscles,tissue; Malpighian tubules; rectum; N.; ileum; specimens,3,3,8
395,Nosema chrysorrhoeae,1,"Nosema chrysorrhoeae n. sp. (Microsporidia), isolated from browntail moth (Euproctis chrysorrhoea L.) (Lepidoptera, Lymantriidae) in Bulgaria: Characterization and phylogenetic relationships ::: A new microsporidian parasite Nosema chrysorrhoeae n. sp., isolated in Bulgaria from the browntail moth (Euproctis chrysorrhoea L.), is described. Its life cycle includes two sequential developmental cycles that are similar to the general developmental cycles of the Nosema-like microsporidia and are indistinguishable from those of two Nosema spp. from Lymantria dispar. The primary cycle takes place in the midgut tissues and produces binucleate primary spores. The secondary developmental cycle takes place exclusively in the silk glands and produces binucleate environmental spores. N. chrysorrhoeae is specific to the browntail moth. Phylogenetic analysis based on the ssu rRNA gene sequence places N. chrysorrhoeae in the Nosema/Vairimorpha clade, with the microsporidia from lymantriid and hymenopteran hosts. Partial sequences of the lsu rRNA gene and ITS of related species Nosema kovacevici (Purrini K., Weiser J., 1975. Naturliche Feinde des Goldafters, Euproctis chrysorrhoea L., im Gebiet von Kosovo, FSR Jugoslawien. Anzeiger fuer Schadlingskunde, Pflanzen-Umweltschutz, 48, 11-12), Nosema serbica Weiser, 1963 and Nosema sp. from Lymantria monacha was obtained and compared with N. chrysorrhoeae. The molecular data indicate the necessity of future taxonomic reevaluation of the genera Nosema and Vairimorpha.",epithelium; muscle; silk glands; Malphigian,epithelium; muscle; silk glands; Malphigian,Malphigian; silk glands; muscle; epithelium,browntail moth,0,1,4
397,Nosema cristatellae (Pseudonosema cristatellae),1,"A New Microsporidium,Nosema cristatellaen. sp. in the Bryozoan Cristatella mucedo (Bryozoa, Phylactolaemata) ::: A microsporidian infecting cells of the body wall of the phylactolaemate bryozoanCristatella mucedois described. All stages of the parasite are diplokaryotic and lie in direct contact with the host cell cytoplasm. Sporogony is probably disporoblastic. Spores measure 7.5 × 5.1 μm and have 22-32 coils of the polar tube arranged in several rows and a bell-like polaroplast of compact membranes. The parasite is assigned to the genusNosemaas a new species,Nosema cristatellae.It is differentiated from the previously described parasites ofAlcyonella(=Plumatella)fungosa(Bryozoa), named Myxosporidium bryozoides and Nosema bryozoides, by spore characters and tissue specificity. Although it was found in a different species of bryozoan, it is not known whether N. cristatellaeis infective to P. Fungosa",body wall epithelium,body wall epithelium,wall epithelium,body wall; spore; tissue; cells,0,4,1
404,Nosema equestris,1,"A Microsporidian Infection in Otiorrhynchus Equestris (Coleoptera, Curculionidae) ::: Two microsporidian infections were found in one infeted Otiorrhynchus equestris Richter: Nosema adjuncta sp. n. infects the ovaries, Nosema equestris sp. n. infects the connective tissue, Malpighian tubes, oenocytes and fat body. The infection was transferred to Gastroidea viridula and Leptinotarsa decemlineata where it infected the same tissues and caused larval mortality. (http://zoospol.cz/?sekce=act&jazyk=en)",connective tissue; Malpighian tubes; oenocytes; fat body,connective tissue; Malpighian tubes; oenocytes; fat body,oenocytes; Adipose tissue; connective tissue; Malpighian tubes,Adipose tissue; ovaries; Nosema equestris sp. n.; oenocytes; Leptinotarsa decemlineata; fat body; connective tissue,3,4,1
406,Nosema fuhreri,1,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",lymphocytes; gonads,lymphocytes; gonads,gonads; lymphocytes,N.; Moss-Mites,0,2,2
408,Nosema furnacalis,1,"Identification and Isolation of Dimorphic Spores from Nosema furnacalis (Microspora: Nosematidae) ::: Spore morphology of Nosema furnacalis and infectivity for a clone of the Helicoverpa zea cell line were examined by both light and electron microscopy. Dimorphic spores were found in cultured cells infected with N. furnacalis. One type having a few coils of the polar filament (FC spore) germinated spontaneously inside or outside the cell after formation. The other type had many coils of the polar filament (MC spore). The FC spores possessed four coils of the polar filament and MC spores had nine coils on the average. This spore dimorphism was demonstrated to be a characteristic not limited to N. bombycis . With continued passage, the proportion of FC spores in cultured cells sharply increased. Spores isolated after passage 85 to 90 were used to infect cultured cells without prior priming at an alkaline pH. In cultures inoculated at a rate of 10 spores/cell, the prevalence of infected cells was 45% 24 hr postinoculation and 98% by 96 hr postinoculation.",silk gland (of Ostrinia nubilalis),silk gland,silk gland,N. furnacalis; cells,0,2,1
410,Nosema galleriae,1,"Microsporidian infections of Galleria mellonella (L.) (Lepidoptera, Galleriidae) with the description of a new species Nosema galleriae n. sp. ::: A new microsporidian Nosema galleriae n. sp. Infecting the great wax moth (Galleria mellonella L.) is described. This microsporidian caused epizootics in laboratory cultures of G. Mellonella and was recorded in the USA and in the Soviet Union. The parasite attacks various tissues and causes the general infection. The schizogony and sporogony of N. galleriae n. sp. was described. The livings spores are 3.1-4.6 x 2.0-2.1 μm; fixed and stained spores are 2.5-5.1 x 1.8-3.0 μm. A second microsporidian of the genus Nosema was observed in G. Mellonella which has small spores 1.3-2.1 x 0.8-1.1 μm.",systemic infection; silk glands; Malpighian tubules; fat body; nerves; hemocytes; gonads; midgut epithelium,systemic infection; silk glands; Malpighian tubules; fat body; nerves; hemocytes; gonads; midgut epithelium,nerves; Malpighian tubules; hemocytes; systemic infection; gonads; silk glands; midgut epithelium; fat body,galleriae n. sp.; N. galleriae n. sp.,0,2,8
412,Nosema granulosis,1,"Ultrastructural characterisation and molecular taxonomic identification of Nosema granulosis n. sp., a transovarially transmitted feminising (TTF) microsporidium ::: A novel microsporidian parasite is described, which infects the crustacean host Gammarus duebeni. The parasite was transovarially transmitted and feminised host offspring. The life cycle was monomorphic with three stages. Meronts were found in host embryos, juveniles, and in the gonadal tissue of adults. Sporoblasts and spores were restricted to the gonad. Sporogony was disporoblastic giving rise to paired sporoblasts, which then differentiated to form spores. Spores were not found in regular groupings and there was no interfacial envelope. Spores were approximately 3.78 x 1.22 microns and had a thin exospore wall, a short polar filament, and an unusual granular polaroplast. All life cycle stages were diplokaryotic. A region from the parasite small subunit ribosomal RNA gene was amplified and sequenced. Phylogenetic analysis based on these data places the parasite within the genus Nosema. We have named the species Nosema granulosis based on the structure of the polaroplast.",gonadal tissue (adult); subcuticular cells (juvenile); systemic infection (embryo); embryo,gonadal tissue; subcuticular cells; systemic infection; embryo,gonadal tissue; subcuticular cells; embryo; systemic infection,gonadal tissue; Nosema granulosis n. sp.; interfacial,1,2,3
420,Nosema maddoxi,1,"Nosema maddoxi sp. nov. (Microsporidia, Nosematidae), a Widespread Pathogen of the Green Stink Bug Chinavia hilaris (Say) and the Brown Marmorated Stink Bug Halyomorpha halys (Stål) ::: Abstract We describe a unique microsporidian species that infects the green stink bug, Chinavia hilaris; the brown marmorated stink bug, Halyomorpha halys; the brown stink bug, Euschistus servus; and the dusky stink bug, Euschistus tristigmus. All life stages are unikaryotic, but analysis of the consensus small subunit region of the ribosomal gene places this microsporidium in the genus Nosema, which historically has been characterized by diplokaryotic life stages. It is also characterized by having the reversed arrangement of the ribosomal gene (LSU –ITS‐ SSU) found in species within the “true Nosema” clade. This microsporidium is apparently Holarctic in distribution. It is present in H. halys both where it is native in Asia and where it is invasive in North America, as well as in samples of North American native C. hilaris collected prior to the introduction of H. halys from Asia. Prevalence in H. halys from mid‐Atlantic, North America in 2015–2016 ranged from 0.0% to 28.3%, while prevalence in C. hilaris collected in Illinois in 1970–1972 ranged from 14.3% to 58.8%. Oral infectivity and pathogenicity were confirmed in H. halys and C. hilaris. Morphological, ultrastructural, and ecological features of the microsporidium, together with a molecular phylogeny, establish a new species named Nosema maddoxi sp. Nov.",midgut (primary infection site); fat body (primary infection site); egg,midgut; fat body; egg,fat body; midgut; egg,brown marmorated; dusky stink bug; ribosomal,0,3,3
424,Nosema melasomae,1,"Re-record and Spore Ultrastructure of Nosema melasomae Si-dor & Jodal 1986, a Microsporidian Pathogen of Crysomela populi (Coleoptera: Chrysomelidae) ::: Background: Chrysomela (=Melasoma) populi is one of the most serious pests on poplar plantations. In the present study, a microsporidian pathogen, Nosema melasomae infecting Crysomela populi is re-recorded from a new geographical locality and its spore ultrastructure is given for the first time. Methods: Larvae and adults of C. populi were dissected in Ringer’s solution and prepared wet smears were examined under a microscope. Detected fresh and stained spores were measured and photographed using an Olympus BX51 micro- scope with a DP-25 digital camera and a DP2-BSW Soft Imaging System. The ultrastructure of the pathogen was studied with a Philips EM 208 transmission electron microscope using standard preparation techniques as previously described Results:Fresh spores of the microsporidian pathogen are elongate, 4.86 ± 0.71 µm in length and 1.64 ± 0.19 µm in width. The spore wall is considerable thin, measured 60 to 100 nm and consists of a clear endospore (40 to 80 nm) and an electron-dense, uniform exospore (15 to 30 nm). The polar filament is isofilar and has only 6-8 coils. Nuclei in the cell are 400-560 nm in diameter. The polaroplast has a thin lamellated structure. Conclusion:The pathogen from C. populi is N. melasomae Sidor & Jodal, 1986 and its systematic position given by Sidor and Jodal. The spore ultrastructure of N. melasomae differs from those of other microsporidia infecting chrysomelids.",Haemolymph; epithelium,Haemolymph; epithelium,Haemolymph; epithelium,spore,0,1,2
429,Nosema neumanni,1,"Nosema neumanni n. sp. (Microsporidia, Nosematidae), a new microsporidian parasite of honeybees, Apis mellifera in Uganda ::: The microsporidium Nosema neumanni n. sp., a new parasite of the honeybee Apis mellifera is described based on its ultra-structural and molecular characteristics. Structures resembling microsporidian spores were found by microscopic examination of honeybees from Uganda. Molecular confirmation failed when PCR primers specific for Nosema apis and Nosema ceranae were used, but was successful with primers covering the whole family of Nosematidae. We performed transmission electron microscopy and found typical microsporidian spores which were smaller (length: 2.36±0.14μm and width: 1.78±0.06μm; n=6) and had fewer polar filament coils (10–12) when compared to those of known species infecting honeybees. The entire 16S SSU rRNA region was amplified, cloned and sequenced and was found to be unique with the highest resemblance (97% identity) to N. apis. The incidence of N. neumanni n. sp. in Ugandan honeybees was found to be much higher than of the two other Nosema species.",midgut,midgut,midgut,N.,0,1,1
435,Nosema parkeri,1,"Nosema Parkeri Sp. n., a Microsporidan from the Argasid Tick, Ornithodoros Parkeri Cooley ::: Nosema parkeri sp. n. is described from nymphs and adults of the argasid tick, Ornithodoros parkeri Cooley, from a laboratory colony. Schizogonic and sporogonic stages are described from various tick tissues. Spores are binucleate, measuring 3.2 (3–4) × 1.9 (1.8–2.5) μm. Transmission is transovarial and transstadial. The parasite does not appear to affect adversely the development or reproduction of the tick. Dermacentor andersoni Stiles was experimentally infected. Attempts to infect Swiss mice by tick feeding or by injection of infected tick suspensions were unsuccessful. The microsporidan differs in structure from Encephalitozoon ixodis Weiser) and Nosema slovaca Weiser & Reháček, the only other microsporidans known from ticks.",hypodermis; Malpighian tubules; ovary; testes; salivary glands; midgut; central nerve mass,hypodermis; Malpighian tubules; ovary; testes; salivary glands; midgut; central nerve mass,Malpighian tubules; testes; ovary; central nerve mass; hypodermis; midgut; salivary glands,tissues,0,1,7
436,Nosema partelli,1,"Development of Nosema partelli, new species (Protozoa: Microsporida: Nosematidae) in the stem borer Chilo partellus (Swinhoe) (Lepidoptera: Pyralidae) ::: The development of a new species of Nosema (N. partelli sp. n.) from the spotted stem borer, Chilo partellus (Swinhoe), is described. The microsporidia infect eggs, all larval stages and moths of both sexes of the borer. Infection of the eggs implies that transovarial transmission occurs. Spores of constant size are produced, meronts are mainly binucleated but may contain up to eight nuclei. Presporoblastic meronts are single structures, there are no linear or colony formations. Individual diplokaryotic sporoblasts are chromophilic, and slight overstaining produces almost black spherical and oval structures. The diplokaryotic nucleus is characterized by an achromatic line less than 1 mu-m in width which divides it through its centre. This characteristic does not occur in other species of Nosema and is unique to N. partelli. It occurs through all developmental stages from the diplokaryotic sporoblast to the encysting spores. Sporogony is heralded by spindle-shaped diplokaryotic sporoblasts. Diplokaryotic sporonts decrease in size, their nuclei tend to become smaller and pyknotic, after which visible detail is lost following encystment.",fat body; Malpighian tubules; muscles; alimentary canal; egg,fat body; Malpighian tubules; muscles; alimentary canal; egg,alimentary canal; Malpighian tubules; egg; muscles; fat body,borer.,0,1,5
438,Nosema pernyi,1,"Morphological and molecular characterization of Nosema pernyi, a microsporidian parasite in Antheraea pernyi ::: Nosema pernyi is a lethal pathogen that causes microsporidiosis in the Chinese oak silkworm, Antheraea pernyi. In this study, we presented its morphological and some molecular characteristics. The mature spores were measured to be 4.36 × 1.49 μm. The spore wall consisted of an electron-dense exospore (EX) and electron-lucent endospore (EN) layer. The polar filament (PF) was isofilar with 10–12 coils that were frequently arranged in a single row. Investigation results indicated that N. pernyi can infect the gut wall, silk glands, and other tissues. A full-length SMART cDNA library of N. pernyi was constructed, and then 824 expressed sequence tags (ESTs) were sequenced. Ninety unigenes, out of 197 assembled unigenes, showed significant homology to known genes of Nosema ceranae, Nosema bombycis, Encephalitozoon cuniculi, and other microsporidian species. Based on the nucleotide sequence of the α- and β-tubulin genes and amino acid sequence of actin gene, phylogenetic trees analysis showed that N. pernyi was closely related to Nosema philosamiae and Nosema antheraeae. It was correctly assigned to the Nosema group.",gut wall; silk glands; blood cells; Malpighian tubes; muscles; ovary; nerves; and epidermis (2),gut wall; silk glands; blood cells; Malpighian tubes; muscles; ovary; nerves; and epidermis,blood cells; ovary; silk glands; Malpighian; gut wall; Structure of sural nerve; muscles; epidermis,Structure of sural nerve; gut wall; tissues,2,1,6
441,Nosema pieriae,1,"Nosema pieriae sp. n. (Microsporida, Nosematidae): A New Microsporidian Pathogen of the Cabbage Butterfly Pieris brassicae L. (Lepidoptera: Pieridae) ::: A new microsporidian pathogen of the cabbage butterfly, Pieris brassicae is described based on light microscopy, ultrastructural characteristics and comparative small subunit rDNA analysis. The pathogen infects the gut of P. brassicae. All development stages are in direct contact with the host cell cytoplasm. Meronts are spherical or ovoid. Spherical meronts measure 3.68 ± 0.73 × 3.32 ± 1.09 μm and ovoid meronts 4.04 ± 0.74 × 2.63 ± 0.49 μm. Sporonts are spherical to elongate (4.52 ± 0.48 × 2.16 ± 0.27 μm). Sporoblasts are elongated and measure 4.67 ± 0.60 × 2.30 ± 0.30 μm in length. Fresh spores with nuclei arranged in a diplokaryon are oval and measure 5.29 ± 0.55 μm in length and 2.31 ± 0.29 μm in width. Spores stained with Giemsa's stain measure 4.21 ± 0.50 μm in length and 1.91 ± 0.24 μm in width. Spores have an isofilar polar filament with six coils. All morphological, ultrastructural and molecular features indicate that the described microsporidium belongs to the genus Nosema and confirm that it has different taxonomic characters than other microsporidia infecting Pieris spp.",Gut epithelium,Gut epithelium,Gut epithelium,Cabbage Butterfly Pieris brassicae L.; gut; cabbage butterfly; rDNA,0,4,1
442,Nosema pilicornis,1,"A microsporidium, Nosema pilicornis sp. n., of the purslane sawfly, Schizocerella pilicornis ::: A new microsporidian species, Nosema pilicornis, which infects the purslane sawfly, Schizocerella pilicornis, is described. This microsporidium infects most body tissues of the host. N. pilicornis was compared to other microsporidian species infecting Hymenoptera and to a group of similar microsporidia infecting Lepidoptera. N. pilicornis could be distinguished from all other microsporidian species on the basis of host range and ultrastructural characteristics of the spore. Spores were oval, containing 11 to 12 polar filament coils, and the polar filament had an angle of tilt of about 80°. N. pilicornis infected lepidopteran larvae, but only when heavy spore dosages were fed to early larval instars. S. pilicornis is a good but sporadic biological control agent of common purslane, Portulaca oleracea, a pernicious weed of vegetable, ornamental, and orchard crops. N. pilicornis, which is transovarially transmitted and causes high mortality in infected larvae, affects the performance of S. pilicornis as a biological control agent.",systemic infection; midgut epithelium; Malpighian tubules; fat body (in Schizocerella pilicornis); salivary glands (in Schizocerella pilicornis); muscles (in Schizocerella pilicornis); gonads (in Schizocerella pilicornis); egg,systemic infection; midgut epithelium; Malpighian tubules; fat body; salivary glands; muscles; gonads; egg,Malpighian tubules; systemic infection; gonads; egg; muscles; midgut epithelium; salivary glands; fat body,purslane sawfly; Hymenoptera; body tissues,0,3,8
447,Nosema portugal,1,"Nosema portugal, N. SP., Isolated from Gypsy Moths (Lymantria dispar L.) Collected in Portugal ::: A microsporidium Nosema portugal n. sp. was isolated from gypsy moths, Lymantria dispar L, collected near Lisbon, Portugal, in 1985. The Life cycle includes two sequential developmental cycles, a primary and a secondary cycle. The primary cycle occurs in midgut epithelial cells, where primary spores are produced within 48 h. The primary spores immediately extrude their polar filaments, presumably to infect other cells. In the target tissues (salivary glands and fat body) the secondary development cycle is followed by the formation of environmental spores. Primary spores were also sometimes present in target tissues. Fresh unfixed and unstained primary spores have a large posterior vacuole and measured 4.8 x 2.7 mu m. Ultrastructurally, they have 5-8 polar filament coils, a large posterior vacuole, abundant endoplasmic reticulum, and were binucleate. Mature unfixed and unstained environmental spores were highly refractive and the posterior vacuole and nuclei could not be seen through the spore coat. Fresh environmental spores measured 4.5 x 1.9 mu m. Ultrastructurally, environmental spores were binucleate, with a typical polaroplast, 10-11 isofilar polar filament coils, and a series of 4-6 thin polar filament-like tubules situated at the posterior end of the row of typical polar filament coils. The ssu rRNA sequences strongly suggest that this species is more closely related to the Vairimorpha subgroup within the Nosema/Vairimorpha clade than to the Nosema subgroup",midgut epithelium (primary spores); muscles around midgut (primary spores); silk gland (environmental spores); fat body (environmental spores),midgut epithelium; muscles around midgut; silk gland; fat body,midgut epithelium; muscles around midgut; silk gland; fat body,midgut epithelial cells; cells; polar filaments,0,3,4
449,Nosema pyrgomorpha,1,"Characteristics of a Microsporidium (Protozoa: Microspora) Infecting Grasshoppers (Orthoptera: Pyrgomorphidae) in Cape Verde, Africa ::: A light and electron microscopic study was conducted of a microsporidium isolated from the grasshopper Pyrgomorpha cognata Krauss, 1877 collected in Santo Antão and Santiago Islands, Cape Verde. The evidence suggests that although there are some differences, such as tissues affected and size of spores, the organism appears conspecific with Nosema pyrgomorphae Toguebaye, Seck & Marchand, 1988, which was described from another species of the genus Pyrgomorpha Audinet‐Serville, 1838 in Senegal. However, in addition to the differences in tissue specificity and size of spores, light microscopy studies also revealed some stages of the pathogen (uninucleate bodies and plasmodia) apparently not previously observed in N. pyrgomorphae.",salivary glands (primary infection site); testes; ovary,salivary glands; testes; ovary,testes; salivary glands; ovary,tissues,0,1,3
450,Nosema pyrgomorphae,1,"Histopathology and Ultrastructure of Nosema pyrgomorphae n.sp.(Microspora, Nosematidae) Parasite of Pyrgomorpha conica tereticornis (Orthoptera, Pyrgomorphidae) ::: Nosema pyrgomorphae n.sp.was found in larvae and adults of Pyrgomorpha bispinosa incognita (Orthoptera, Pyrgomorphidae).It infected the gut epithelium, the adipose tissue and muscles.Its developmental stages (meronts, sporonts, sporoblasts and spores) contained diplocaryotic nuclei and were in close contact with the cytoplasm of the host cell.Its spores were cylindrical and measured 3.86 ± 0.13 μm × 2.02 ± 0.10 μm.The polar filament formed 7 to 9 coils and the polaroplast presented 2 lamellar parts.",gut epithelium; adipose tissue; muscles,gut epithelium; adipose tissue; muscles,gut epithelium; adipose tissue; muscles,gut epithelium; adipose tissue,2,0,1
453,Nosema raphidiae,1,"Nosema raphidiae sp.n. (Microsporida, Nosematidae): A microsporidian pathogen of the predatory snake-fly Raphidia ophiopsis (Raphidioptera: Raphidiidae) ::: The microsporidium Nosema raphidiae sp.n., a new pathogen of the predatory snake-fly Raphidia ophiopsis is described based on light microscopic and ultrastructural characteristics. It infects the gut of R. ophiopsis. All development stages are in direct contact with the host cell cytoplasm. Meronts with one diplokaryon are spherical or ovoid and are 3.8 to 6.2 μm. Sporonts are spherical to elongate and measure 4.2 to 6.2 μm. Diplokaryotic sporonts divide once to produce two sporoblasts which mature into spores. Sporoblasts are elongated and measure 3.2 to 5.2 μm in length. Fresh spores with nuclei arranged in a diplokaryon are oval and measure 4.13 ± 0.25 μm in length and 2.26 ± 0.19 μm in width. Spores stained with Giemsa's stain measure 3.80 ± 0.25 μm in length and 2.18 ± 0.17 μm in width. Spores have an isofilar polar filament with six or seven coils. All morphological and ultrastructural features indicate that the described microsporidium belongs to the genus Nosema. This species has been named Nosema raphidiae sp. n. after its host's genus.",intestinal,intestinal,intestinal,gut,0,1,1
456,Nosema scripta,1,"Nosema scripta N. Sp. (Microsporida: Nosematidae), A Microsporidian Parasite of the Cottonwood Leaf Beetle, Chrysomela scripta (Coleoptera: Chrysomelidae) ::: Nosema scripta (Microsporida: Nosematidae), a new species of microsporidian parasite, is described from the cottonwood leaf beetle, Chrysomela scripta F. (Coleoptera: Chrysomelidae), in North America. Studies using light and electron microscopy reveal that this species completes its life cycle in direct contact with the cytoplasm of cells within the fat body, midgut, hindgut, muscles, central nerve cord, Malpighian tubules, tracheal end cells, and ovaries. the microsporidium is monomorphic, all life stages are diplokaryotic, and spores develop from disporous sporonts. The mature spores are broadly oval and measure 4.2 ± 0.10 times 3.4 ± 0.04 μm. Spores contain a tubular polar filament that is arranged peripherally in a single layer of 13-15 coils. Both horizontal transmission and vertical transmission have been demonstrated for this microsporidium in C. scripta in the laboratory. The Colorado potato beetle, Leptinotarsa decemlineata (Say), was susceptible to infection with this pathogen in cross-infectivity studies.",fat body; midgut; hindgut; muscles; central nerve cord; Malpighian tubules; tracheal end cells; ovary,fat body; midgut; hindgut; muscles; central nerve cord; Malpighian tubules; tracheal end cells; ovary,Malpighian tubules; central nerve cord; hindgut; ovary; midgut; muscles; tracheal; fat body,Leaf; leaf,0,2,8
