...1,species,title_abstract,locality,locality_normalized,pred_locality,tp,fp,fn,regions_in_abstract
534,Parathelohania issiae,"New microsporidian species of the blood sucking mosquitoes from the northern Ukraine ::: Six species of microsporidia from Parathelohania and Amblyospora genera have been detected among 7 species of blood sucking mosquitoes from Anopheles and Aedes genera with the use of light and electron microscopes. Three species, namely P. detinovae from the A. maculipennis, P. issiae from the A. claviger and A. theophanica from the A. annulipes are new for science. Mononuclear spores of P. detinovae sp. n. 5,0-6,0 X 3,2-3,6 mkm (fresh), lamellar polaroplast; anisophillar polar tube with 6-8 coins, 2 of them belongs to basal section. Mononuclear spores of P. issiae sp.n. 4,8-5,0 X 2,8-3,8 mkm (fresh); lamellar polaroplast; anisophillar polar tube with 5 (5-6) coins, 3 (2-3) of them belonging to basal part. Mononuclear spores of A. theophanica sp. n.: 6,0-6,8 X 4,4-5,0 mkm (fresh), formed by 8. Sporophorous vesicles containing tubular and lamellar metabolic granules. Mucocalyx is absent. Exospore thinner then endospore. Polaroplast lamellar. Anisophillar polar tube with 8 (7,5-8) coins, 4 of them belonging to basal section. Microsporidian A. excruci from the A. c. cinereus, A. puctor from the A. punctor and A. c. cincreus, A. inimica from the A. c. caspius are new for the territory of Ukraine.",Ukraine,Ukraine (),Ukraine (); Parathelohania (),1,1,0,TRUE
542,Percutemincola moriokae,"A new microsporidium Percutemincola moriokae gen. nov., sp. nov. from Oscheius tipulae: A novel model of microsporidia–nematode associations ::: Here, we describe a new microsporidium Percutemincola moriokae gen. nov., sp. nov., which was discovered in the intestinal and hypodermal cells of a wild strain of the nematode Oscheius tipulae that inhabits in the soil of Morioka, Iwate Prefecture, Japan. The spores of Pe. moriokae had an average size of 1.0 × 3.8 µm and 1.3 × 3.2 µm in the intestine and hypodermis, respectively, and electron microscopy revealed that they exhibited distinguishing features with morphological diversity in the hypodermis. Isolated spores were able to infect a reference strain of O. tipulae (CEW1) through horizontal transmission but not the nematode Caenorhabditis elegans. Upon infection, the spores were first observed in the hypodermis and then in the intestine the following day, suggesting a unique infectious route among nematode-infective microsporidia. Molecular phylogenetic analysis grouped this new species with the recently identified nematode-infective parasites Enteropsectra and Pancytospora forming a monophyletic sister clade to Orthosomella in clade IV, which also includes human pathogens such as Enterocytozoon and Vittaforma. We believe that this newly discovered species and its host could have application as a new model in microsporidia–nematode association studies.","(Morioka, Iwate Prefecture) Japan",Japan (Morioka),"Japan (Morioka, Iwate Prefecture | Morioka); Pancytospora ()",2,2,0,TRUE
545,Pernicivesicula gracilis,"Ultrastructural study and description of Pernicivesicula gracilis gen. et sp. nov. (Microspora, Pereziidae), a rod-shaped microsporidium of midge larvae, Pentaneurella sp. (Diptera, Chironomidae), in Sweden ::: The microsporidium Pernicivesicula gracilis gen. et sp. nov., a parasite of larvae of the midge Pentaneurella sp. in Sweden, is described based on light microscopic and ultrastructural characteristics. Merogony is diplokaryotic. Each diplokaryon of the merogonial plasmodium matures to a sporont diplokaryon, and the plasmodium thus matures into a sporogonial plasmodium which divides by rosette-like budding. The number of lobes equals the number of diplokarya. Sporogony comprises meiotic and mitotic divisions, and each diplokaryon yields a chain of eight sporoblasts. A sporophorous vesicle and a parasitophorous vacuole enclose the total amount of spores produced by the plasmodium. The monokaryotic spores are rod-shaped, c. 1 × 14 μm in living condition. The thin spore wall has a layered exospore with an internal double-layer. The polaroplast has an anterior lamellar and a posterior sac-like part. The isofilar polar filament is straight without coils. Young sporophorous vesicles have granular inclusions, older vesicles have tubules of exospore origin. The microsporidium is compared to the microsporidia of midge larvae, and the taxonomy on genus and family levels is briefly discussed. The new genus is provisionally included in the family Pereziidae.",Sweden,Sweden (),Sweden (); Pernicivesicula (); Chironomidae (); Pereziidae (); Microspora (); Uruguay (Young),1,6,0,TRUE
546,Pleistophora (?) sp.,"Occurrence of a new histozoic microsporidian (Protozoa, Microspora ) in cultured gilt head sea bream Sparus aurata L. ::: Microsporidian nodules in the skeletal musculature of cultured Sparus aurata L. from Malta have been observed since 1994. This unknown parasite has several characteristics of the genus Pleistophora (Gurley, 1893 emend. Canning et Nicholas, 1980). However, further analysis by transmission electron microscopy are required to confirm the affiliation of the microsporidian to this genus and to describe the species.",Malta,Malta (),Pleistophora (); Malta (Malta); Australia (Canning),1,4,0,TRUE
551,Pleistophora carabidorum,"leistophora Carabidorum n. Sp. (Microsporida, Microspora) — a New Microsporidian Parasitizing Reproductive Organ of Beetle Amara Aenea Deleistophora Carabidorum n. Sp. (Microsporida, Microspora) — a New Microsporidian Parasitizing Reproductive Organ of Beetle Amara AeneaDeg. (Carabidae, Coleoptera). (Carabidae, Coleoptera) ::: A new microsporidian species Pleistophora carabidorum is described from adults of the beetle Amara aenea collected in spruce stands in Lower Saxony (Federal Republic of Germany). The infection was localized in gonads of male animals, The parasite's life cycle incorporating some early stages (schizonts) and sporogony is described by means of light and electron microscopy. Some data on the host-parasite relationship are also discussed.",Germany (Lower Saxony),Germany (Lower Saxony),Germany (); Pleistophora (); Coleoptera (); Brazil (Federal); Maldives (male),1,6,1,TRUE
552,Pleistophora cephei,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",Germany,Germany (),Germany (Hessen); Oribatei (); Damaeus (); Pleistophora (); Forest Soils (); Carabodidae (); Cepheus (); Microtritia (); Waldböden (); Thelohania (); Norway (Moss); Brazil (Federal),1,14,0,TRUE
553,Pleistophora dindali,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",Germany,Germany (),Germany (Hessen); Oribatei (); Damaeus (); Pleistophora (); Forest Soils (); Carabodidae (); Cepheus (); Microtritia (); Waldböden (); Thelohania (); Norway (Moss); Brazil (Federal),1,14,0,TRUE
554,Pleistophora duodecimae,"Two Microsporidian Parasites Found in Marine Fishes in the Atlantic Ocean ::: Two new species of microsporidia are reported from the Atlantic marine fishes: Pleistophora duodecimae sp. n. from skeletal musculature of the rat-tail, Coryphaenoides nasulus Gunther and Glugea capverdensis sp. n. from the intestine, mesentery and ovary of the lantern fish, Myctophum punctatum Rafinesque. Formation of secondary xenomas was observed in the latter species. Both species may inflict serious damage upon their hosts.",Atlantic Ocean,Atlantic Ocean (),Pleistophora (); Atlantic Ocean (); United States (Atlantic),1,3,0,TRUE
556,Pleistophora malthodes,"Pleistophora malthodes sp. n. (Microsporidia, Protozoa)—eine neue Mikrosporidie aus Malthodes fuscus Waltl. (Cantharidae, Coleoptera) ::: Pleistophora malthodes sp. n. a new microsporidian parasite of Malthodes fuscus Waltl. (Cantharidae, Coleoptera) A new microsporidian parasite, Pleistophora malthodes sp. n. was found in Malthodes Juscus Waltl. (Cantharidae, Coleoptera) collected in soil samples of mixed leaf forests of Lower Saxony (Federal Republic of Germany). This is a first report on a microsporidian parasite of Coleopteran family: Cantharidae. The spore, as the only stage found in fat body of adult hosts, has been shown by light and electron microscopy. Pleistopbora malthodes sp. n. is characterized by two types of spores: the round-oval shaped spores, measuring 1.2--1.5 • 0.8/~m, and long-oval spores measuring 1.5--2 X 1.2#m. The nltrastructure of the long-oval spore show the exospore, endospore, an anchoring disc of polar tube, the polar tube, 'nucleus, 5--6 tubes of polar filament, polaroplast with its characteristic lamellar-structure and a posterior-vacuole.",Federal Republic of Germany (Lower Saxony),Germany (Lower Saxony),Germany (); Coleoptera (); Pleistophora (); Cantharidae (); Brazil (Federal),1,5,1,TRUE
557,Pleistophora oncoperae,"Pleistophora oncoperae sp.n. (Protozoa: Microsporida) from Oncopera alboguttata (Lepidoptera: Hepialidae) in Australia ::: Pleistophora oncoperae sp.n. is described from adults and larvae of Oncopera alboguttata and O. rufobrunnea. The main site of infection was muscle, though fat body and connective tissue were also infected. Fresh pansporoblasts measured about 25 μm in diameter and contained 16 to 32 or more spores with a mean size of 5.9 × 3.1 μm. Macrospores measuring 7.7 × 4.4 μm were also seen. The mean polar filament length was 158 μm; ultrastructural studies showed that the filament is normally arranged in 14 coils (range, 13 to 20) at an angle of 53.5° to the axis of the spore. The species was found to be distinct from all previously described Pleistophora reported from Lepidoptera.",Australia (New South Wales),Australia (New South Wales),Australia (); Hepialidae (); Oncopera (),1,2,1,TRUE
558,Pleistophora oribatei,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",Germany,Germany (),Germany (Hessen); Oribatei (); Damaeus (); Pleistophora (); Forest Soils (); Carabodidae (); Cepheus (); Microtritia (); Waldböden (); Thelohania (); Norway (Moss); Brazil (Federal),1,14,0,TRUE
559,Pleistophora pagri,"Ultrastructure and molecular phylogenetics of a new isolate of Pleistophora pagri sp. nov. (Microsporidia, Pleistophoridae) from Pagrus pagrus in Egypt ::: The spore morphology and molecular systematic of a new microsporidian which was isolated from the common sea bream Pagrus pagrus (F: Sparidae Linnaeus, 1758) from the Red Sea, Egypt have been studied. Fifty-six out of 300 (18.7 %) of this fish were infected with microsporidian parasites. The infection was appeared as whitish, ellipsoid, round, or elongated nodules embedded in the epithelial lining of the peritoneum and also in the intestinal epithelium. Light microscopic study revealed that nodules were encapsulated by a fibrous layer encircling numerous mature spores measuring 1.7 ± 0.6 (1.5–2.7 μm) × 1.5 ± 0.3 μm (1.2–1.8 μm) in size. Ultrastructure of spores was characteristic for the genus Pleistophora: dimorphic, uninucleate spores (each spore possesses three to five polar filament coils) and a posterior vacuole. Also, the early recognizable stages of the parasite within nodules include uninucleated, binucleated, and multinucleated meronts followed by detachment of the plasmalemma of the sporont producing sporoblasts which mature to spores that consist of a spore coat and spore contents. Also, we analyzed the small subunit ribosomal gene (SSUrDNA) using PCR and sequencing specimens from the marine populations of P. pagrus fish from the Red Sea. From blast searches, sequence analysis, and phylogenetic analysis, we did not find corresponding GenBank entries to our species. Comparison of the nucleotide sequences showed that the sequence of our microsporidium was most similar to five Pleistophora species with degrees of identity (>91.5 %). It was most similar (97.8 % identity) to that of Pleistophora hyphessobryconis (account no. GU126672) differing in 19 nucleotide positions and with lower divergence value, Pleistophora ovariae (96.2 % identity, account no. AJ252955), Pleistophora hippoglossoideos (91.9 % identity, account no. AJ252953), Pleistophora mulleri (91.9 % identity, account no. EF119339), and Pleistophora typicalis (91.9 % identity, account no. AJ252956). So, they likely represent new species named Pleistophora pagri sp. n. with accession number JF797622 and a GC content of 53 %.",(Red Sea) Egypt,Egypt (Red Sea),Egypt (Red Sea); Pleistophora (); Pleistophoridae (); Jamaica (From),2,4,0,TRUE
560,Pleistophora platynothri,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",Germany,Germany (),Germany (Hessen); Oribatei (); Damaeus (); Pleistophora (); Forest Soils (); Carabodidae (); Cepheus (); Microtritia (); Waldböden (); Thelohania (); Norway (Moss); Brazil (Federal),1,14,0,TRUE
561,Pleistophora priacanthicola,"A STUDY ON THE PLISTOPHORASIS OF PRIACANTHUS TAYENUS, WITH DESCRIPTION OF A NEW SPECIES ::: The microsporidiosis was found on Priacantus tayenus from the Beibu Wan in Nan Hai of China. The gonads were heavily infected by the parasites which render the majority of the fish lost their reproductivity. 2. The pathogenic agent of this disease is found to be a new species of the genus Plistophora and is here named Plistophora priacanthicola. The spores are ellipsoidal shape the anterior end is narrower than the posterior end. The size of the spores: length 5.45 (4.9-60) μ, width 3.14 (3.1-3.3) μ; length of the polar filament 80-429 μ. It resembles somewhat to P. longifillis, P. ovariae, P. oolytica and P. mirandellae, but differs from them in large size of cysts. 3. The infective rate of the parasites increases with the age of the host and there is no variation with the sex and seasonal changes.",China,China (),China (Nan); Beibu Wan (),1,2,0,TRUE
564,Pleistophora senegalensis,"Ultrastructure and development of Pleistophora senegalensis sp. nov. (Protozoa, Microspora) from the gilt-head sea bream, Sparus aurata L. (Teleost, Sparidae) from the coast of Senegal ::: The microsporidian Pleistophora senegalensis sp. nov. parasitizes the gilt‐head sea bream, Sparus aurata L, The parasite is found in the intestinal wall where it forms small xenomas in the muscularis. The development cycle of this species is described by light and electron microscopy. Meronts are rounded plasmodia dividing by plasmotomy and bounded by an amorphous and very regular wall. At the onset of sporogony, sporophorous vesicles are formed by separation of the plasma membrane from the external wall which then becomes a characteristic mesh. Mature spores (4.45 × 2.37μm) are ovoid and slightly pyriform with a large posterior vacuole.",Senegal (Dakar),Senegal (Dakar),Pleistophora (); Teleost (); Senegal (Senegal); Sparidae (); Belgium (At),1,6,1,TRUE
567,Pleistophora tanzaniae,"Light- and Electron Microscopic Studies on a New Microsporidian, Pleistophora tanzaniae n. sp. (Microsporida: Microspora) Parasitizing the Orydes monoceros OLIV. (Scarabaeidae, Coleoptera) ::: The life cycle of a new microsporidian, Pleistophora tanzaniae n. sp. parasitizing natural population of rhinoceros beetle, Oryctes monoceros Oliv in Tanzania is described by means of light and electron microscopy. The midgut epithelium was the usual site of infection of the parasite. Some data on the ultrastructure of spore are given. The membraneous structure of the polaroplast in ultrathin sections is discussed .",Tanzania,Tanzania (),Tanzania (); Scarabaeidae (); Pleistophora (); Coleoptera (),1,3,0,TRUE
570,Potaspora aequidens,"Potaspora aequidens n. sp. (Microsporidia, Tetramicridae), a parasite infecting the freshwater fish Aequidens plagiozonatus (Teleostei, Cichlidae) from Brazil ::: Morphological and molecular procedures were used to describe a new species of microsporidian that infects the muscles of the sub-opercular region and the caudal fins of the freshwater Aequidens plagiozonatus in Brazil. This microsporidian forms whitish xenomas containing variable number of spores, reaching up to ~0.4 mm in diameter. The mature spores, pyriformin shape, with slightly round ends, measured 3.4 ± 0.5 μm long and 1.9 ± 0.3 μm wide (n = 50) and showed characteristics typical of Microsporidia. The average thickness of the spore wall was 100 (96–108) nm (n = 50), and the spore wall was composed of two layers, a thin, electron-dense exospore and a thick electron-transparent endospore. The exospore was surrounded by a thin, irregular layer of granular material. The anchoring disc was mushroom-like, located in the apical region of the spore in an eccentric position relative to the spore axis, rendering bilateral asymmetry to the spore. The anterior part of the polar filament (PF) (manubrium) measured approximately 125 (122–128) nm thick (n = 30), and the angle of tilt between the anterior PF and the spore axis was ~45°; the posterior part was packed in 8–9 coils. Phylogenetic analysis showed a strongly supported clade containing family Spragueidae Weissenberg, 1976, family Tetramicridae Matthews and Matthews, 1980, Microsporidium sp. RBS1, and Kabatana spp. In conclusion, the available morphological, ultrastructural, and molecular data shows that this microsporidian is a new species belonging to group 4, classified as Potaspora aequidens n. sp. This is the second species described in the genus Potaspora.",(Amazonia) Brazil,Brazil (Amazonia),Brazil (); Tetramicridae (); Teleostei (); Cichlidae (); Antarctica (Matthews),1,5,1,TRUE
573,Pseudoberwaldia daphniae,"Establishment of a new microsporidian genus and species, Pseudoberwaldia daphniae (Microsporidia, Opisthosporidia), a common parasite of the Daphnia longispina complex in Europe ::: Microsporidia are among the most common microparasites of cladocerans and have potentially significant impact on host populations. However, many of these pathogens are known only from molecular-based studies. We provide ultrastructural data supported by molecular phylogeny for a common microsporidium infecting the Daphnia longispina complex, important planktonic filter-feeders in reservoirs and ponds in the temperate Holarctic region. This parasite, previously characterized only by molecular means, infects adipose cells around the Daphnia midgut and eventually fills the centre of the host body with ovoid-shaped spores. A new microsporidian genus and species belonging to the Agglomeratidae superclade is described as Pseudoberwaldia daphniae gen. et sp. nov. Molecular data indicate its widespread presence in Central European reservoirs (reported as isolate “MIC1”) but also in Swedish coastal rockpools (“Ängskärs-klubben”). The most closely related lineage was reported from a caddisfly larva; we thus speculate that this taxon may have an insect secondary host in its life cycle. Morphological characterization and differential diagnosis of most commonly encountered microsporidian taxa infecting hosts in the D. longispina complex in Europe opens new possibilities for studies of their ecological and evolutionary interactions.",Europe,Europe (),Europe (); Central (),1,1,0,TRUE
574,Pseudokabatana alburnus,"Pseudokabatana alburnus n. gen. n. sp., (Microsporidia) from the liver of topmouth culter Culter alburnus (Actinopterygii, Cyprinidae) from China ::: We describe the type species of a novel genus of microsporidian parasite, Pseudokabatana alburnus n. gen. n. sp., infecting the liver of topmouth culter, Culter alburnus Basilewsky, 1855, from Lake Poyang off Xingzi county, Jiangxi Province, China. The parasite elicits formation of spherical xenomas of up to 1.2 mm in diameter containing all observed life stages from early merogonal plasmodia to mature spores contained within the cytoplasm of host hepatocytes. Merogonal plasmodia existed in direct contact with the host cytoplasm and contained up to 20 visible nuclei. Plasmotomy of the multinucleate plasmodium led to formation of uninucleate cells in which the nucleus underwent further division to form bi-nucleate presporonts, sporonts (defined by cells with a thickened endospore) and eventually sporoblasts (containing pre-cursors of the spore extrusion apparatus). Mature spores were pyriform and monokaryotic, measuring 2.3 ± 0.19 μm long and 1.3 ± 0.10 μm wide. Spores possessed a bipartite polaroplast and 5–6 coils of a polar filament, in a single rank. The obtained partial SSU rRNA gene sequence, 1383 bp in length, did not match any of microsporidia available in GenBank. SSU rDNA-based phylogenetic analysis indicated a new taxon branching with Kabatana rondoni, a parasite infecting the skeletal muscle of Gymnorhamphichthys rondoni from the Amazon River. Due to different host and tissue tropism, the novel taxon did not fit the diagnostic criteria for the genus Kabatana. Further, based on SSU rDNA-inferred phylogenetic analyses, different ultrastructural features of developmental stages, and ecological considerations, a new genus Pseudokabatana and type species Pseudokabatana alburnus n. sp. was erected for the parasite in topmouth culter.",(Jiangxi Province) China,China (Jiangxi Province),China (Lake Poyang | Jiangxi Province | Poyang); Cyprinidae (); Pseudokabatana (); Actinopterygii (); Italy (Basilewsky); Xingzi county (),2,8,0,TRUE
578,Rectispora reticulata,"Rectispora reticulata gen. et sp. nov. (Microspora, Bacillidiidae), a new microsporidian parasite of Pomatothrix hammoniensis (Michaelsen, 1901) (oligochaeta, tubificidae) ::: The microsporidium Rectispora reticulata gen. et sp. nov., a parasite of male gonads of the oligochaete Pomatothrix hammoniensis in Sweden, is described based on light microscopic and ultrastructural characteristics. Merogonial and sporogonial stages are diplokaryotic. Sporogony is disporoblastic. The spores are cylindrical, often slightly curved and wider in the mid-region, 1.8–2.1 × 8.1–14.2 um long in fixed and stained condition. The spore wall has a ca. 43 mm thick, uniform exospore. The polaroplast has an anterior part with compressed lamellae and a posterior section with 53–128 nm wide tubules. The polar filament has a 181–283 nm wide, straight, short, anterior section in the centre of the spore, an oblique section with tapering diameter, and a long, posterior, 119–178 nm wide section, arranged in (10−)12(−13) isofilar coils, close to the spore wall in the posterior half of the spore. The most anterior and most posterior coils are irregularly arranged, the median coils form a close, regular group. The angle of tilt of the most anterior, regularly arranged coil is ca. 55°. The transversely sectioned filament has distinct concentrical layers of variable thickness and electron density. The diplokaryon occupies the centre of the spore. Sporophorous vesicle absent, but a folded, ca. 16 nm thick envelope, resembling a sporophorous vesicle, is formed by delamination of exospore material. Teratological sporogony was observed. The microsporidium is compared to microsporidia of the genera Bacillidium, Jirovecia and Hrabyeia. The placing of the new genus in the family Bacillidiidae, the distinction of the families Bacillidiidae and Nosematidae, and the various origins of spore-containing envelopes are discussed.",Sweden,Sweden (),Sweden (); Bacillidiidae (); Nosematidae (); Microspora (); Maldives (male),1,5,0,TRUE
579,Rugispora istanbulensis,"Description and phylogeny of a new microsporidium from the elm leaf beetle, Xanthogaleruca luteola Muller, 1766 (Coleoptera: Chrysomelidae) ::: This study describes a new genus and species of microsporidia which is a pathogen of the elm leaf beetle, Xanthogaleruca luteola Muller, 1776 (Coleoptera: Chrysomelidae). The beetles were collected from Istanbul in Turkey. All developmental stages are uninucleate and in direct contact with the host cell cytoplasm. Giemsa-stained mature spores are oval in shape and measured 3.40 ± 0.37 μm in length and 1.63 ± 0.20 μm in width. These uninucleate spores have an isofilar polar filament with 11 turns. The spore wall was trilaminar (75 to 115 nm) with a rugose, electron-dense exospore (34 to 45 nm) and a thickened, electron-lucent endospore (65 to 80 nm) overlaying the plasmalemma. Morphological, ultrastructural, and molecular features indicate that the described microsporidium is dissimilar to all known microsporidian taxa and confirm that it has different taxonomic characters than other microsporidia infecting X. luteola and is named here as Rugispora istanbulensis n. gen., n. sp.",(Istanbul) Turkey,Turkey (Istanbul),Turkey (Istanbul); South Georgia and South Sandwich Islands (Muller); Coleoptera (); Chrysomelidae (),2,4,0,TRUE
583,Spraguea gastrophysus,"Redefining the genus Spraguea based on ultrastructural and phylogenetic data from Spraguea gastrophysus n. sp. (Phylum Microsporidia), a parasite found in Lophius gastrophysus (Teleostei) from Brazil ::: The ultrastructure of the fish-infecting microsporidium Spraguea gastrophysus found in the dorsal ganglia and kidney of the anglerfish, Lophius gastrophysus (family Lophiidae) collected on the Brazilian Atlantic coast is described. Each whitish xenoma (up to 3.1 × 1.8 mm) contains several groups of parasites. The host cells are hypertrophied and contain various parasite life stages including mature spores and several developmental stages with unpaired nuclei. Monomorphic spores are ellipsoidal, lightly curved and measure about 3.35 × 1.71 μm. The spore contains a gradually tapering isofilar polar filament with five to six coils arranged in a single row. The nucleus occupies a central zone of the sporoplasm where also several polyribosomes are presented. The posterior vacuole contains a voluminous spherical and granular posterosome measuring up to ~0.65 μm in diameter. The partial small subunit, intergenic spacer and partial large subunit rRNA gene were sequenced and the phylogenetic analysis places the microsporidian described here in the clade that includes all sequences of the Spraguea genus. The ultrastructural morphology of the xenoma and the spores of this microsporidian parasite, as well as the molecular and phylogenetic analysis, suggest the description of a new species. A redefining of the genus Spraguea is also done.",(State of Rio de Janeiro) Brazil,Brazil (Rio de Janeiro),Brazil (); Lophiidae (); Teleostei (); United States (Brazilian Atlantic),1,4,1,TRUE
584,Systenostrema alba,"On the taxonomy of the genus Systenostrema Hazard & Oldacre, 1975 (Microspora, Thelohaniidae), with description of two new species ::: The paper treats the taxonomy of the genus Systenostrema Hazard & Oldacre, 1975, starting with an ultrastructural investigation of two new species, parasitic in larvae of the dragonflies Aeshna grandis and Libellula quadrimaculata, collected in Sweden. The two species are identical in pathology and presporal stages, but differ in the shape of spores and sporophorous vesicles, the fine structure of the spores, and numerical characters. The new species, which are named S. alba and S. candida, are compared to the octosporoblastic microsporidia parasitic in Odonata. An emended diagnosis of the genus Systenostrema is given, together with a taxonomic summary. The new combinations S. trichostegiaefor Thelohania trichostegiae Baudoin, 1969 and Amblyospora capillata for T. capillata Larsson, 1983 are established.",Sweden,Sweden (),Sweden (); Thelohaniidae (); Microspora (); Odonata (); Aeshna (); Thelohania (),1,5,0,TRUE
